Unnamed: 0,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_register,pr_register_corrected
974,66.33,,保山市,2014,500.9758,417.0,10985.0,31.0,5.0,258.8,2,11111.0,111111.0,8.668000000000001,7.261053089643168
975,18.4025,,通辽市,2009,961.3935,658.0,34021.0,66.0,,318.86,2,1111.0,101111.0,5.097999999999999,4.184683938967525
976,20.69,,武威市,2018,469.2653,542.0,18735.0,34.0,56.0,189.0,2,11111.0,111111.0,6.832000000000002,2.271366120218579
977,,,通辽市,2015,1880.0,1189.0,34119.0,61.0,45.0,319.37,2,11111.0,111111.0,8.908,4.386914499993771
978,9.0363,,牡丹江市,2002,242.4485,,22509.0,59.0,,271.0,2,1101.0,101101.0,1.415,0.32650510092385826
979,22.1264,,巴彦淖尔市,2013,834.89,943.0,37796.0,42.0,4.0,183.2,2,11111.0,111111.0,6.437,3.5088529230459553
980,37.661,,益阳市,2009,591.6182,615.0,7164.0,53.0,,470.55,2,1111.0,101111.0,1.245,0.9434881455017865
981,3.9865,,百色市,2007,350.3547,225.0,21086.0,31.0,,385.9,2,1111.0,101111.0,0.875,0.7116147536589289
982,20.6898,,河池市,2016,657.1808,272.0,19525.0,24.0,35.0,429.0,2,11111.0,111111.0,8.501000000000001,4.417442727625208
983,2.5153,,固原市,2006,51.9279,345.0,6153.0,32.0,,151.23,2,1111.0,101111.0,1.0759999999999998,0.4814488636363635
984,1.4163,,贺州市,2002,110.2567,,6861.0,21.0,,208.53,2,1101.0,101101.0,0.8450000000000001,0.22041686981960024
985,62.97,,文山壮族苗族自治州,2012,,,18360.0,,,,2,100.0,100.0,1.0170000000000001,0.6768737966703158
986,89.9265,,临沧市（2003年前为临沧地区）,2017,604.06,267.0,13833.0,22.0,28.0,239.0,2,11111.0,111111.0,8.335,8.419387992743674
987,2.6502,,崇左市,2004,128.7343,109.0,10143.0,8.0,,229.67,2,1111.0,101111.0,0.8800000000000001,0.4753388630386404
988,,,三明市,2004,375.8431,246.0,13436.0,19.0,,267.94,2,1111.0,101111.0,1.07,0.4888571901099809
989,2.4477,,白银市,2003,105.3445,403.0,11772.0,51.0,,173.64,2,1111.0,101111.0,0.9350000000000002,0.22068818427413617
990,20.5,,张掖市,2019,449.0,374.0,22550.0,45.0,34.0,131.0,2,11111.0,111111.0,5.917999999999999,2.0195856517376627
991,,,黑河市,2010,261.0994,155.0,39197.0,19.0,,174.21,2,1111.0,101111.0,1.0710000000000002,1.0316216574702888
992,1.217,,随州市,2002,143.01,,5634.0,69.0,,257.22,2,1101.0,101101.0,1.099,0.33865231614232055
993,70.42,,文山壮族苗族自治州,2014,,,18469.0,,,,2,100.0,100.0,1.2319999999999998,1.0320278503046123
994,3.3746,,达州市,2004,321.8573,125.0,9755.0,20.0,,637.11,2,1111.0,101111.0,0.8800000000000001,0.5536019051399086
995,2.587,,崇左市,2005,151.1295,109.0,10244.0,12.0,,230.65,2,1111.0,101111.0,0.8800000000000001,0.3639580660857256
996,,,南平市,2006,393.1859,182.0,15535.0,20.0,,305.27,2,1111.0,101111.0,1.07,0.756665594596768
997,6.8029,,汉中市,2007,291.0899,161.0,15997.0,27.0,,379.25,2,1111.0,101111.0,0.8800000000000001,0.8481256332320162
998,14.0871,,张家界市,2010,242.4785,337.0,5632.0,28.0,,164.75,2,1111.0,101111.0,1.0759999999999998,0.805901199897881
999,9.8896,,保山市,2002,81.087,,11277.0,12.0,,237.55,2,1101.0,101101.0,1.092,0.489485129517109
1000,6.0246,,赣州市,2005,500.1106,470.0,23364.0,40.0,,845.69,2,1111.0,101111.0,0.9240000000000002,0.4976684010687668
1001,26.4285,,楚雄彝族自治州,2008,,,16878.0,,,,2,100.0,100.0,0.988,0.8710508942964609
1002,5.3813,,永州市,2006,414.5477,468.0,13266.0,46.0,,577.5,2,1111.0,101111.0,0.929,0.42835867465702543
1003,7.7362,,白城市,2009,353.3626,236.0,15352.0,38.0,,203.17,2,1111.0,101111.0,1.0759999999999998,0.9084112656939258
1004,28.62,,丽江市,2015,289.6117,180.0,12259.0,29.0,16.0,120.86,2,11111.0,111111.0,3.4760000000000004,2.9906214660224117
1005,2.3212,,黔南布依族苗族自治州,2011,,,15600.0,,,,2,100.0,100.0,0.451,0.28316540010986996
1006,3.7661,,黔西南布依族苗族自治州,2006,,,10051.0,,,,2,100.0,100.0,0.8550000000000001,0.6681873977086743
1007,,,黑河市,2011,316.0451,156.0,40063.0,19.0,7.0,174.6,2,11111.0,111111.0,5.981,2.450512926369347
1008,6.3597,,庆阳市,2009,302.2211,285.0,16243.0,17.0,,260.95,2,1111.0,101111.0,0.8800000000000001,0.8435917866993565
1009,11.5397,,黔南布依族苗族自治州,2012,,,15706.0,,,,2,100.0,100.0,0.5069999999999999,0.3731725888324872
1010,7.5323,,吉安市,2008,505.0046,302.0,15180.0,29.0,,485.25,2,1111.0,101111.0,1.07,0.7892607868020304
1011,48.3285,,永州市,2009,640.0361,570.0,13416.0,55.0,,586.66,2,1111.0,101111.0,1.609,1.2193352820179713
1012,1.8635,,海东市(2013年前为海东地区）,2005,,,7824.0,,,,2,100.0,100.0,0.8550000000000001,0.09086475469500653
1013,65.5806,,凉山彝族自治州,2019,,,36286.0,,,,2,100.0,100.0,3.7239999999999998,2.3884771681276242
1014,77.95,,文山壮族苗族自治州,2015,,,19006.0,,,,2,100.0,100.0,1.2319999999999998,1.0599671018813608
1015,2.6278,,白银市,2004,126.3304,417.0,12192.0,51.0,,174.58,2,1111.0,101111.0,0.9350000000000002,0.13295843836856056
1016,22.46,,白银市,2016,442.2085,629.0,12201.0,63.0,35.0,182.0,2,11111.0,111111.0,6.558,3.072203606872265
1017,5.6024,,汉中市,2006,246.79,186.0,16424.0,31.0,,378.17,2,1111.0,101111.0,0.8800000000000001,0.7946259369254702
1018,2.909,,益阳市,2002,229.4538,,7519.0,40.0,,454.69,2,1101.0,101101.0,1.092,0.45551296505073274
1019,6.5964,,百色市,2009,452.8599,308.0,22146.0,33.0,,398.57,2,1111.0,101111.0,1.0650000000000002,1.0377495972726931
1020,1.844,,贺州市,2005,164.3265,415.0,7190.0,34.0,,210.47,2,1111.0,101111.0,0.8840000000000001,0.36561242093156987
1021,,,中卫市,2002,,,8357.0,,,,2,100.0,100.0,0.8550000000000001,0.2055366269165247
1022,1.9188,,伊春市,2005,115.9296,517.0,20189.0,158.0,,128.79,2,1111.0,101111.0,1.7439999999999998,0.631763584366063
1023,61.4,,文山壮族苗族自治州,2013,,,19336.0,,,,2,100.0,100.0,1.217,0.9467384701768715
1024,8.5689,,邵阳市,2007,475.9067,594.0,12818.0,45.0,,749.6,2,1111.0,101111.0,0.711,0.21958143049577816
1025,2.605,,宜宾市,2003,291.0202,151.0,8173.0,33.0,,515.01,2,1111.0,101111.0,0.8800000000000001,0.6204732690622261
