,register,stock,province,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,city,stock_model_chose,register_model_chose,pr_stock
835,,5.7525,,2009,0.0009710083959869744,148.0,0.0034544834595634753,23.0,,299.43,2,定西市,1111.0,101111.0,3.7504604819599057
837,,12.4951,,2006,0.0008111416718651367,107.0,0.00420265769245745,12.0,,220.61,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,3.889455945591498
838,,17.5555,,2015,0.005345217386133635,262.0,0.005979935393553838,23.0,29.0,424.54,2,河池市,11111.0,111111.0,13.157183000474767
839,,2.5585,,2007,0.0011454835566344227,230.0,0.0016677444111639532,21.0,,162.39,2,张家界市,1111.0,101111.0,3.0414587239816466
840,,17.6584,,2007,0.0010055956736941553,107.0,0.0042226720809833106,12.0,,222.77,2,临沧市（2003年前为临沧地区）,1111.0,101111.0,4.2546358690228825
841,,10.2393,,2008,0.0041718631570789085,710.0,0.004233225122206037,69.0,,351.03,2,十堰市,1111.0,101111.0,10.019671720258579
843,,7.2884,,2006,0.0028266289830315224,641.0,0.004237591897884406,61.0,,346.5,2,十堰市,1111.0,101111.0,7.575397391956388
844,,5.0889,,2005,0.0034513587620506013,386.0,0.005523607335164225,50.0,,725.54,2,遵义市,1111.0,101111.0,9.45040733378082
845,,26.8124,,2005,0.005136342120059241,348.0,0.01569928635968476,35.0,,137.86,2,鄂尔多斯市,1111.0,101111.0,18.36030123969396
846,,12.3578,,2007,0.0050582012925282594,555.0,0.010629459797097769,35.0,,316.2,2,通辽市,1111.0,101111.0,15.305942916711412
847,,4.2279,,2005,0.0021414164613614717,364.0,0.003363145068290913,30.0,,381.31,2,抚州市,1111.0,101111.0,5.826793272246661
849,,13.4561,,2012,0.002124605151076178,366.0,0.005341294450592299,66.0,5.0,50.4,2,拉萨市,11111.0,111111.0,6.932513089340473
850,,2.7961,,2003,0.002306565403199543,346.0,0.004001058215306059,36.0,,570.65,2,永州市,1111.0,101111.0,6.493607684264777
853,,14.9,,2015,0.0035288597843352036,465.0,0.0058456570414439765,32.0,28.0,190.04,2,武威市,11111.0,111111.0,9.77636345510479
856,,2.3122,,2003,0.0023270958626877662,164.0,0.004737223815084517,20.0,,304.47,2,南平市,1111.0,101111.0,6.953820988175558
857,,11.158,,2015,0.006734831187664701,535.0,0.004234680714098826,40.0,25.0,304.8,2,安康市,11111.0,111111.0,14.682168981186322
